"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jun 15 00:29:13 GMT 2024","Sat Jun 15 00:29:13 GMT 2024","526","tests_api","POST","TestRequests","","","POST db_create_with_wrong_db_version.",""
"passed","Sat Jun 15 00:30:16 GMT 2024","Sat Jun 15 00:30:17 GMT 2024","626","tests_ui","Test Login Page.","TestUI","","","test_ids_is_not_repeated_on_login_page",""
"passed","Sat Jun 15 00:29:08 GMT 2024","Sat Jun 15 00:29:09 GMT 2024","529","tests_api","POST","TestRequests","","","Post registration email is taken for en-us",""
"skipped","Sat Jun 15 00:29:16 GMT 2024","Sat Jun 15 00:29:17 GMT 2024","1200","tests_api","POST","TestRequests","","","POST db_list_with_filter",""
"passed","Sat Jun 15 00:29:07 GMT 2024","Sat Jun 15 00:29:07 GMT 2024","526","tests_api","POST","TestRequests","","","Post registration for English language not agree.",""
"passed","Sat Jun 15 00:29:24 GMT 2024","Sat Jun 15 00:29:24 GMT 2024","524","tests_api","POST","TestRequests","","","POST checking ports_len negative len",""
"passed","Sat Jun 15 00:29:09 GMT 2024","Sat Jun 15 00:29:10 GMT 2024","514","tests_api","POST","TestRequests","","","Post registration email is taken for unsupported languages",""
"passed","Sat Jun 15 00:30:17 GMT 2024","Sat Jun 15 00:30:18 GMT 2024","674","tests_ui","Test Login Page.","TestUI","","","test_buttons_are_clickable",""
"broken","Sat Jun 15 00:31:08 GMT 2024","Sat Jun 15 00:31:08 GMT 2024","0","tests_ui","Test Profile Page.","TestUI","","","test_check_port_lens_positive",""
"passed","Sat Jun 15 00:29:22 GMT 2024","Sat Jun 15 00:29:23 GMT 2024","1091","tests_api","POST","TestRequests","","","POST checking ports_len positive",""
"passed","Sat Jun 15 00:29:03 GMT 2024","Sat Jun 15 00:29:03 GMT 2024","527","tests_api","GET","TestRequests","","","List db_types.",""
"broken","Sat Jun 15 00:30:24 GMT 2024","Sat Jun 15 00:30:32 GMT 2024","8198","tests_ui","Test Profile Page.","TestUI","","","test_create_database",""
"failed","Sat Jun 15 00:29:13 GMT 2024","Sat Jun 15 00:29:14 GMT 2024","519","tests_api","POST","TestRequests","","","POST db_create_with_wrong_env.",""
"passed","Sat Jun 15 00:30:11 GMT 2024","Sat Jun 15 00:30:14 GMT 2024","3631","tests_ui","Test Main Page.","TestUI","","","test_links",""
"passed","Sat Jun 15 00:29:04 GMT 2024","Sat Jun 15 00:29:05 GMT 2024","529","tests_api","GET","TestRequests","","","GET list regions.",""
"failed","Sat Jun 15 00:30:34 GMT 2024","Sat Jun 15 00:30:38 GMT 2024","3753","tests_ui","Test Profile Page.","TestUI","","","test_delete_database",""
"passed","Sat Jun 15 00:30:45 GMT 2024","Sat Jun 15 00:30:48 GMT 2024","2612","tests_ui","Test Profile Page.","TestUI","","","test_clipboard_jdbc",""
