"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 12 01:01:27 GMT 2025","Wed Feb 12 01:01:28 GMT 2025","482","tests_api","GET","TestGET","","","GET profile information.",""
"failed","Wed Feb 12 01:01:43 GMT 2025","Wed Feb 12 01:01:44 GMT 2025","516","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_type.",""
"passed","Wed Feb 12 01:01:37 GMT 2025","Wed Feb 12 01:01:38 GMT 2025","1047","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Wed Feb 12 01:03:57 GMT 2025","Wed Feb 12 01:03:58 GMT 2025","1136","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
"passed","Wed Feb 12 01:03:53 GMT 2025","Wed Feb 12 01:03:54 GMT 2025","663","tests_ui","Test Login Page.","TestLoginPage","","","test_ids_is_not_repeated_on_login_page",""
"passed","Wed Feb 12 01:01:48 GMT 2025","Wed Feb 12 01:01:49 GMT 2025","1035","tests_api","POST","TestPOST","","","POST change_password",""
"passed","Wed Feb 12 01:03:09 GMT 2025","Wed Feb 12 01:03:40 GMT 2025","30937","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"passed","Wed Feb 12 01:01:27 GMT 2025","Wed Feb 12 01:01:27 GMT 2025","517","tests_api","GET","TestGET","","","GET tos.",""
"passed","Wed Feb 12 01:01:28 GMT 2025","Wed Feb 12 01:01:28 GMT 2025","504","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"passed","Wed Feb 12 01:01:36 GMT 2025","Wed Feb 12 01:01:37 GMT 2025","501","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"skipped","Wed Feb 12 01:02:18 GMT 2025","Wed Feb 12 01:02:19 GMT 2025","1027","tests_api","POST","TestPOST","","","POST delete_db",""
"failed","Wed Feb 12 01:01:54 GMT 2025","Wed Feb 12 01:01:55 GMT 2025","502","tests_api","POST","TestPOST","","","POST checking ports_len negative symbols",""
"passed","Wed Feb 12 01:01:49 GMT 2025","Wed Feb 12 01:01:50 GMT 2025","621","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
