"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 25 12:32:06 GMT 2024","Fri Oct 25 12:32:07 GMT 2024","503","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"passed","Fri Oct 25 12:32:02 GMT 2024","Fri Oct 25 12:32:04 GMT 2024","2333","tests_ui","Test Main Page.","TestMainPage","","","test_links",""
"passed","Fri Oct 25 12:32:07 GMT 2024","Fri Oct 25 12:32:07 GMT 2024","486","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"broken","Fri Oct 25 12:32:35 GMT 2024","Fri Oct 25 12:32:41 GMT 2024","6587","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"passed","Fri Oct 25 12:32:01 GMT 2024","Fri Oct 25 12:32:01 GMT 2024","543","tests_ui","Test Main Page.","TestMainPage","","","test_ids_is_not_repeated_on_main_page",""
"passed","Fri Oct 25 12:32:04 GMT 2024","Fri Oct 25 12:32:05 GMT 2024","607","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"passed","Fri Oct 25 12:32:23 GMT 2024","Fri Oct 25 12:32:27 GMT 2024","4533","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
"broken","Fri Oct 25 12:32:10 GMT 2024","Fri Oct 25 12:32:15 GMT 2024","5409","tests_ui","Test Profile Page.","TestProfilePage","","","test_open_static_site_page",""
"failed","Fri Oct 25 12:32:28 GMT 2024","Fri Oct 25 12:32:31 GMT 2024","3218","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_database",""
"passed","Fri Oct 25 12:32:05 GMT 2024","Fri Oct 25 12:32:06 GMT 2024","462","tests_ui","Test Login Page.","TestLoginPage","","","test_ids_is_not_repeated_on_login_page",""
"broken","Fri Oct 25 12:32:16 GMT 2024","Fri Oct 25 12:32:22 GMT 2024","5430","tests_ui","Test Profile Page.","TestProfilePage","","","test_check_title_of_static_table",""
"passed","Fri Oct 25 12:32:32 GMT 2024","Fri Oct 25 12:32:34 GMT 2024","1926","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard",""
"passed","Fri Oct 25 12:32:08 GMT 2024","Fri Oct 25 12:32:08 GMT 2024","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"passed","Fri Oct 25 12:32:42 GMT 2024","Fri Oct 25 12:32:45 GMT 2024","2442","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"passed","Fri Oct 25 12:32:08 GMT 2024","Fri Oct 25 12:32:09 GMT 2024","832","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
