"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 01 02:26:09 GMT 2025","Fri Aug 01 02:26:40 GMT 2025","30423","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"passed","Fri Aug 01 02:27:00 GMT 2025","Fri Aug 01 02:27:01 GMT 2025","727","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"skipped","Fri Aug 01 02:24:32 GMT 2025","Fri Aug 01 02:24:33 GMT 2025","583","tests_api","POST","TestPOST","","","POST db_list_with_filter",""
"passed","Fri Aug 01 02:24:28 GMT 2025","Fri Aug 01 02:24:29 GMT 2025","913","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"passed","Fri Aug 01 02:24:50 GMT 2025","Fri Aug 01 02:25:11 GMT 2025","20948","tests_api","POST","TestPOST","","","POST delete_container",""
"passed","Fri Aug 01 02:24:26 GMT 2025","Fri Aug 01 02:24:26 GMT 2025","309","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"passed","Fri Aug 01 02:24:25 GMT 2025","Fri Aug 01 02:24:25 GMT 2025","314","tests_api","POST","TestPOST","","","POST login",""
"passed","Fri Aug 01 02:24:24 GMT 2025","Fri Aug 01 02:24:24 GMT 2025","378","tests_api","POST","TestPOST","","","POST registration email is taken for en-us",""
"passed","Fri Aug 01 02:24:33 GMT 2025","Fri Aug 01 02:24:34 GMT 2025","616","tests_api","POST","TestPOST","","","POST change_password",""
"passed","Fri Aug 01 02:24:21 GMT 2025","Fri Aug 01 02:24:21 GMT 2025","305","tests_api","GET","TestGET","","","GET list list_dbenvs.",""
"passed","Fri Aug 01 02:24:50 GMT 2025","Fri Aug 01 02:24:50 GMT 2025","734","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Fri Aug 01 02:27:04 GMT 2025","Fri Aug 01 02:27:04 GMT 2025","712","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"passed","Fri Aug 01 02:26:45 GMT 2025","Fri Aug 01 02:26:45 GMT 2025","306","tests_api","GET","TestGET","","","GET list list_regions.",""
